gene	chromosome	gene_tss	gene_end
AL603750.1	1	85154203	85154203
MTCYBP10	2	131369711	131369711
SYDE2	1	85201016	85201016
MTND6P10	2	131369785	131370301
MTND5P23	2	131372075	131372075
MTND4P21	2	131373650	131373650
C1orf52	1	85259662	85259672
AC073869.4	2	131379675	131379675
MTND3P18	2	131380083	131380083
MTCO3P18	2	131380913	131380913
MTATP6P4	2	131381590	131381590
MTCO2P18	2	131382497	131382497
BCL10	1	85276632	85276632
MTCO1P18	2	131384061	131384061
MTND2P18	2	131385490	131385490
GAPDHP39	3	138777832	138778810
RPL23AP40	3	138796851	138797240
MTND1P26	2	131386314	131386314
EEF1A1P25	3	138825063	138826329
AL078459.1	1	85276388	85448124
ATP5MC1P3	3	138889957	138889957
MED15P3	2	131395542	131395542
LINC01391	3	138944020	138944020
AC073869.2	2	131401250	131401250
LINC01120	2	131402778	131410050
FOXL2	3	138947137	138947137
DDAH1	1	85578363	85578363
FOXL2NB	3	138947217	138953990
PRR23A	3	139006268	139006268
AC073869.6	2	131419784	131419784
GNAQP1	2	131424867	131424867
MRPS22	3	139005806	139357223
NOC2LP2	2	131444587	131444587
RHOQP2	2	131460999	131461577
AC073869.1	2	131463615	131463615
AL360219.1	1	85467295	85467660
MZT2A	2	131492335	131492743
AC092807.3	1	85496281	85578250
AC092807.2	1	85578742	85578742
CCN1	1	85580761	85584589
TUBA3D	2	131476119	131482934
AC092807.1	1	85599131	85600734
ZNHIT6	1	85708433	85708433
PRR23B	3	139020926	139020926
PRR23C	3	139044892	139044892
RPL7L1P7	3	139082377	139082377
BPESC1	3	139104185	139125171
MIR4784	2	131491236	131491236
PISRT1	3	139232992	139233522
SMPD4BP	2	131492813	131521573
AC119740.1	3	139233414	139233520
AC024933.2	3	139340870	139340870
AC024933.1	3	139349371	139349371
COL24A1	1	86156772	86156943
AP000560.1	11	74832510	74832510
COPB2	3	139360501	139389736
RN7SL239P	11	74845910	74846209
AP001992.1	11	74876286	74920022
AP001992.2	11	74931724	74936937
CCDC74A	2	131527675	131533666
SPCS2	11	74949266	74979033
AC046134.2	3	139389815	139782699
RNU6-216P	11	74968292	74968292
NEU3	11	74988933	75018893
RBP2	3	139476516	139480747
AC097103.1	3	139466430	139466795
ACTG1P1	3	139493809	139494937
MED15P4	2	131536988	131536988
AP003175.1	11	75081023	75096964
OR2AT2P	11	75072052	75072052
RBP1	3	139518635	139539829
NPM1P50	11	75080131	75080131
AC093838.1	2	131555007	131568599
POTEKP	2	131591752	131628147
OR2AT4	11	75096876	75096876
RNU6-617P	2	131602790	131602896
LINC01087	2	131637025	131649615
GRAMD4P8	2	131648372	131648372
AP001972.4	11	75140148	75140148
RNA5SP51	1	85883798	85883798
C2orf27A	2	131647990	131767404
AC104455.1	1	86029854	86030589
LINC02795	1	86320711	86320711
SLCO2B1	11	75100563	75206549
NBEAP2	2	131722417	131751669
AC093838.2	2	131692392	131697954
NMNAT3	3	139678017	139678017
CDRT15P4	2	131758031	131767221
ODF2L	1	86396262	86396342
AC103564.3	2	131822920	131822920
AC103564.1	2	131832031	131832031
AC103564.2	2	131836532	131836532
AJ239322.2	2	131958277	131965535
AJ239322.1	2	131979873	131979873
LINC01945	2	131994161	131994161
AC093787.2	2	132010195	132017000
AC093787.1	2	132037993	132037993
AC098826.3	2	132080755	132080755
AC098826.1	2	132087289	132102564
AC098826.2	2	132139429	132139429
ANKRD30BL	2	132152738	132257969
RNU6-1132P	2	132152349	132152349
RNA5-8SP5	2	132253305	132253305
MIR663B	2	132257080	132257080
CDC27P1	2	132262328	132263042
AC097532.1	2	132294377	132294377
ZNF806	2	132304806	132326855
AC097532.2	2	132347297	132347297
AC046134.1	3	139583593	139583593
AC097532.3	2	132347473	132365130
RN7SKP124	3	139584445	139584445
RN7SL724P	3	139609939	139609939
AC110716.2	3	139682564	139682564
FAM201B	2	132352722	132353318
AC110716.1	3	139689342	139689342
RNU6-175P	2	132406858	132406858
AC016933.1	3	139837220	139859894
GPR39	2	132416805	132646582
TRMT112P5	3	139845411	139845411
CLSTN2	3	139935185	140577397
YBX1P7	2	132489088	132489088
RN7SKP103	2	132523617	132523936
LYPD1	2	132670205	132671579
AC010181.1	3	140454731	140460351
AC010974.1	2	132660526	132666990
AC010181.2	3	140462825	140462825
CLSTN2-AS1	3	140508789	140508789
AC048346.1	3	140619837	140619837
TRIM42	3	140678064	140701150
NCKAP5	2	132732051	133568463
MIR7856	1	86357687	86357687
AC121333.1	3	140867783	140867783
AC119749.1	1	86404866	86404866
RPL23AP41	3	140902194	140902651
CLCA2	1	86424171	86456553
SLC25A36	3	140941830	140980995
CLCA1	1	86468368	86500259
OR2AT1P	11	75131880	75131880
AC010974.2	2	132685224	132816896
AC016909.1	2	132911261	132911261
NCKAP5-AS1	2	132915557	132931494
AC011755.1	2	133117004	133119052
NCKAP5-AS2	2	133264968	133285445
AP001972.3	11	75241173	75241173
CLCA4	1	86547078	86580754
ZDHHC20P3	11	75228657	75228657
RNU6-579P	2	133333829	133333930
TPBGL	11	75240774	75243704
RN7SKP154	2	133391398	133391398
NCKAP5-IT1	2	133433897	133433897
AC011243.1	2	133554315	133558227
RN7SKP93	2	133596091	133596399
AC092623.1	2	134028608	134032597
ARRB1	11	75351661	75351705
MGAT5	2	134119983	134454621
AC108727.1	3	140972744	140973255
CDCA4P2	1	86553342	86553342
CLCA4-AS1	1	86693203	86696311
SPSB4	3	141051347	141148611
CLCA3P	1	86634273	86655376
AC108727.2	3	141124182	141124182
PXYLP1	3	141228726	141367753
MIR3679	2	134127125	134127192
RNA5SP104	2	134231195	134231312
EDDM3CP	2	134320078	134320078
SH3GLB1	1	86704576	86748184
TMEM163	2	134719000	134719000
AC110620.2	2	134718188	134725474
CCNT2-AS1	2	134918670	134918710
VDAC2P4	2	134797169	134797879
AC110620.1	2	134816362	134816589
AL049597.1	1	86784913	86785467
AL355981.1	1	86834169	86834169
ACMSD	2	134838616	134902034
SELENOF	1	86914126	86914424
MIR5590	2	134857820	134857873
CCNT2	2	134918235	134959342
HS2ST1	1	86914648	87109982
AP001972.1	11	75260127	75261025
AP001972.5	11	75262466	75262466
AP001972.2	11	75264289	75265170
MIR326	11	75335186	75335186
AC022215.2	3	141284306	141284306
AC022215.1	3	141258418	141258779
AC117383.1	3	141367137	141367137
AC117383.2	3	141307933	141307933
AL121989.1	1	86934891	86934891
RPS3	11	75399515	75422280
AC093155.3	1	86993009	87169204
AC093155.2	1	87045871	87045871
AC093155.1	1	87045875	87046700
ZBTB38	3	141324213	141449792
LINC01140	1	87129765	87169198
LINC02801	1	87212669	87264741
LMO4	1	87328880	87348923
MAP3K19	2	135024678	135047468
LINC01364	1	87371683	87371683
RNA5SP52	1	87453373	87453373
PKN2-AS1	1	88228297	88685204
AL445437.1	1	87808372	87808372
AL049861.1	1	88313153	88313302
AL445438.1	1	88462936	88464079
RN7SL583P	1	88478114	88478114
AC093578.1	1	88498676	88498676
AC010184.1	3	141456434	141456434
AC093578.2	1	88520000	88520170
RPL36AP10	1	88577880	88578201
KRT18P35	3	141471902	141471902
RASA2	3	141487047	141615344
PKN2	1	88684222	88836255
RASA2-IT1	3	141525133	141526121
YWHAQP6	3	141600579	141600579
LINC02618	3	141660536	141729405
TPT1P3	3	141709832	141709832
AC112771.1	3	141724425	141724526
RNF7	3	141738298	141747560
RNU6-125P	1	88816779	88816885
ELOCP19	1	88829102	88829419
GTF2B	1	88891567	88891944
SNORD15A	11	75400391	75400538
SNORD15B	11	75404421	75404566
AC112504.2	3	141738474	141807919
KLHL35	11	75430191	75433203
GRK7	3	141778148	141818490
AC112504.3	3	141851549	141861168
HMGN2P25	3	141865279	141865279
ATP1B3	3	141876124	141926549
AL445991.1	1	88923370	88923844
KYAT3	1	88988355	88992953
GDPD5	11	75452331	75525941
RNU6-509P	3	141903030	141903030
ATP1B3-AS1	3	141919021	141919021
AC112504.1	3	141938547	141938547
RAB3GAP1	2	135052292	135176394
RBMXL1	1	88992772	88992960
TFDP2	3	142149544	142149544
GBP3	1	89022866	89022894
SNORA40B	2	135136628	135136755
AC133435.1	3	142044198	142044198
GBP1	1	89065208	89065230
RNU6-425P	3	142145454	142145555
GK5	3	142225585	142225592
ZRANB3	2	135238861	135531218
AP002815.1	11	75508391	75508391
PTGES3P1	1	89104767	89104767
GBP2	1	89150456	89150456
SERPINH1	11	75562056	75572783
AC104459.1	1	89128432	89144695
GBP7	1	89176003	89176009
XRN1	3	142448062	142448062
GBP4	1	89198942	89198942
AC099063.4	1	89198714	89207040
AC099063.3	1	89203464	89203464
GBP5	1	89266579	89272804
G3BP1P1	2	135511943	135511943
AC099063.1	1	89260582	89269754
R3HDM1	2	135531455	135725270
AC099063.2	1	89290337	89290337
AP001922.5	11	75583196	75594665
BX119321.1	1	89324522	89334880
GBP6	1	89364059	89388160
MAP6	11	75669120	75669120
CAPNS1P1	1	89394033	89394665
GBP1P1	1	89407679	89426243
AL596214.1	1	89525472	89525472
AP001922.6	11	75597270	75597270
AP001922.2	11	75638587	75638587
AP001922.4	11	75642600	75642889
LRRC8B	1	89524829	89597861
MOGAT2	11	75717838	75732958
AC099569.1	1	89579592	89579654
LRRC8C-DT	1	89589542	89632916
RN7SL786P	11	75742129	75742426
AP001922.1	11	75768647	75768647
AC093423.2	1	89629725	89676386
DGAT2	11	75759512	75801535
LRRC8C	1	89633072	89769903
AC093423.3	1	89633140	89933250
AC093423.1	1	89661353	89661353
AC099568.1	1	89788914	89790492
AC099568.2	1	89820868	89820868
LRRC8D	1	89821014	89936611
AL391497.1	1	89939601	89940147
RN7SKP272	1	89987944	89987944
GEMIN8P4	1	89994321	89994321
ZNF326	1	89995112	90035533
AP001922.3	11	75775904	75776929
AP003031.1	11	75803415	75803415
UVRAG-DT	11	75814576	75815406
RNU6-1294P	3	142407737	142407737
RNU1-100P	3	142420369	142420369
ATR	3	142460416	142578733
UVRAG	11	75815210	76144232
AL161797.1	1	90045998	90047109
AC098656.1	1	90242088	90284188
RNU6-695P	1	90253559	90253559
AL627316.1	1	90420147	90420396
LINC02787	1	90533472	90533472
SNORD3G	1	90657750	90657964
BARHL2	1	90717302	90717302
AC092805.1	1	90719576	90725620
LINC02609	1	90851657	90851658
LINC02788	1	90841587	90849472
LINC01763	1	90851759	90855253
AC091614.1	1	90862920	90862920
PHKA1P1	1	90893612	90893612
ZNF644	1	91021473	91022272
PPP1R1AP1	11	75911628	75911628
AP003168.2	11	75914201	75915213
RNA5SP344	11	75934936	75935039
AP003168.1	11	75942435	75942435
AP002340.1	11	76137731	76137731
WNT11	11	76206502	76210736
RNU6-512P	2	135656579	135656579
MIR128-1	2	135665397	135665478
AP000785.1	11	76190725	76195071
LINC02761	11	76216025	76216025
UBXN4	2	135741855	135785056
THAP12	11	76359573	76381132
RPL5P6	1	91023919	91024804
HFM1	1	91352637	91404856
GVQW3	11	76381303	76414619
LCT	2	135837184	135837184
AP002360.1	11	76444574	76444687
AC109992.1	3	142450102	142452149
AC109992.2	3	142472337	142472337
RPL6P9	3	142580910	142582399
LCT-AS1	2	135820191	135823087
RNA5SP143	3	142591791	142591791
MCM6	2	135876443	135876443
EMSY	11	76444923	76553025
PLS1	3	142596393	142713664
MANEALP1	2	135898978	135898978
FEN1P1	1	91328369	91329513
DARS1	2	135985626	135986100
CDC7	1	91500851	91525764
WDR82P2	1	91535593	91535593
AL714022.1	1	91600171	91600321
HSP90B3P	1	91642516	91644082
PLS1-AS1	3	142656745	142656745
RN7SKP25	3	142673597	142673904
TGFBR3	1	91862046	91906335
AC072028.1	3	142723881	142723881
TRPC1	3	142724034	142807888
DARS-AS1	2	135985176	136022593
RNU7-47P	3	142801207	142801268
AC068492.1	2	136077892	136078513
CXCR4	2	136116243	136118149
PCOLCE2	3	142829731	142889206
HNRNPKP2	2	136200503	136200503
AC112255.1	2	136230753	136233245
UBBP1	2	136329913	136329913
RN7SKP141	2	136390332	136390669
SMC4P1	2	136544712	136545542
RN7SL653P	1	91830066	91830066
THSD7B	2	136765545	137677718
BRDT	1	91949371	92014426
AC021074.1	3	142827728	142827728
AC021074.3	3	142926675	142942537
RNA5SP105	2	137512210	137512210
HNMT	2	137964020	138016364
PAQR9	3	142962557	142963674
AC021074.2	3	142960372	142960543
PAQR9-AS1	3	142960650	143001559
AP001189.2	11	76591023	76591211
LINC02757	11	76630427	76630465
AP001189.5	11	76626834	76626834
AP001189.3	11	76656712	76656712
LINC01832	2	138101878	138107178
AP001189.1	11	76657056	76663866
RPL15P5	2	138278574	138279210
U2SURP	3	142964497	143060725
YWHAEP5	2	138288793	138288793
LRRC32	11	76670747	76670747
IDI1P1	2	138307319	138307970
RNF14P1	2	138413318	138413318
AC114763.1	2	138501698	138501698
AC114763.2	2	138470656	138473932
SPOPL	2	138501770	138573547
AP001189.4	11	76675079	76703195
GUCY2EP	11	76719801	76719801
AP003119.1	11	76768223	76768622
AC092620.1	2	138569090	138574458
TSKU	11	76782251	76798153
AC092620.2	2	138602426	138602426
LINC02631	2	138602089	138617469
AP003119.2	11	76783062	76783062
NXPH2	2	138780390	138780390
AP003119.3	11	76800364	76804555
RN7SKP286	2	138863895	138863895
YY1P2	2	138897151	138898098
AHCYP4	2	138902747	138902747
AC023468.1	2	138917204	138975006
ACER3	11	76860867	77026797
AC013265.1	2	139323921	139364583
AC062021.1	2	139366165	139379147
AC016710.1	2	139469775	139477747
MRPS18BP2	2	139668547	139669305
RPL9P13	2	139733282	139733282
AC078851.1	2	139825877	139825877
RN7SL283P	2	139982684	139982986
LINC01853	2	140131780	140131780
MTCO1P44	2	140217239	140217239
MTND2P19	2	140220368	140220368
MTND1P27	2	140221485	140221485
LRP1B	2	142131016	142131016
EPHX4	1	92029985	92063538
LPCAT2BP	1	92066306	92067839
SETSIP	1	92075441	92075441
BTBD8	1	92080305	92184725
AC092156.1	2	140234923	140234923
MIR7157	2	140586685	140586685
COPRSP1	2	140683888	140683888
LRRC57P1	2	140898423	140899106
AP002498.1	11	76978619	76978619
RNU6-904P	2	141167357	141167357
B3GNT6	11	77034398	77041973
RPS16P3	2	141208376	141208376
AC078882.1	2	142137830	142137830
UBE2V1P14	2	142543418	142543975
RRN3P4	2	142854095	142855998
CAPN5	11	77066961	77126155
GAPDHP46	1	92115796	92115796
PRKAR1AP1	1	92125301	92126462
AC104836.1	1	92189237	92190707
KYNU	2	142877664	143055833
AL663109.1	1	92203148	92203991
C1orf146	1	92217915	92245813
AC026304.1	3	143001467	143001467
AC018450.2	3	143111802	143112359
CHST2	3	143119771	143124014
ACTBP12	1	92229435	92229435
AC018450.1	3	143123362	143131893
PBX2P1	3	143176327	143177617
SLC9A9	3	143848468	143848485
GLMN	1	92298987	92298987
AC131210.1	3	143314429	143314429
SLC9A9-AS1	3	143342246	143347071
SLC9A9-AS2	3	143381338	143382161
GAPDHP47	3	143504273	143504273
ST13P15	3	143518229	143518229
AC073358.1	3	143620528	143627690
AC107421.1	3	143856142	143856142
DIPK2A	3	143971823	144048719
RNA5SP144	3	144187020	144187020
AC011592.1	3	144445844	144445844
LARP7P4	3	145523538	145524415
GM2AP1	3	145684572	145685092
RPL21P39	3	145824739	145824739
AC055758.2	3	145939912	145961536
AC055758.1	3	145961755	145963623
AC107021.2	3	146061679	146061679
AC107021.1	3	146064042	146105204
RPAP2	1	92299059	92402056
LNCSRLR	3	146069185	146069185
PLOD2	3	146085889	146163653
SFXN4P1	2	142948086	142948086
RN7SL824P	1	92402685	92402685
GFI1	1	92483954	92486925
ARHGAP15	2	143091362	143768352
OMP	11	77102840	77103331
MYO7A	11	77128246	77215241
EVI5	1	92792404	92792404
MTCYBP11	2	143094164	143094164
MTND6P11	2	143094233	143094715
MTND5P24	2	143096555	143096555
MTND4P22	2	143098007	143098007
MTND4LP12	2	143098417	143098417
MTND3P9	2	143098829	143098829
MTCO3P5	2	143099933	143099933
AL354890.1	1	92580821	92580821
MTATP6P5	2	143100612	143100612
HMGB3P9	1	92647630	92647630
MTCO2P5	2	143101355	143101355
RNU4-59P	1	92700934	92700934
AC013437.1	2	143172172	143172172
AC104332.1	1	92732000	92733257
H3P3	1	92749330	92749330
AC079793.1	2	143480789	143598002
CCNJP2	1	92755794	92756956
RPL5	1	92832013	92841924
AC092652.2	2	143601517	143608759
ARHGAP15-AS1	2	143648885	143656179
AC092652.1	2	143741294	143741294
AC079584.2	2	143776119	143776119
AC079584.1	2	143799467	143819599
PLSCR4	3	146251105	146251179
AC016910.1	2	143937073	143964156
GTDC1	2	144235740	144332568
DIPK1A	1	92961462	92961522
SNORD21	1	92837289	92837383
SNORA66	1	92840719	92840851
AL162740.1	1	92846059	92846182
AL449283.1	1	92930696	92934098
RNU6-970P	1	92969710	92969710
RN7SL692P	1	92975114	92975114
AC093577.1	1	92978265	92987367
RNU6-210P	1	93010257	93010351
RN7SKP123	1	93026252	93026542
MTF2	1	93079283	93139079
AC130509.1	3	146348480	146348480
AC069528.1	3	146416603	146416603
PLSCR2	3	146460074	146495991
AC069528.2	3	146506560	146506560
PLSCR1	3	146544607	146544856
TMED5	1	93180413	93180516
CCDC18	1	93179919	93278730
GDPD4	11	77287418	77301687
ZEB2	2	144430934	144521057
AC126124.2	1	93191060	93191060
AC126124.1	1	93199939	93199939
CCDC18-AS1	1	93345831	93346025
RNU6-428P	3	146571477	146571583
TOMM20P1	11	77313606	77314032
PLSCR5	3	146605239	146606216
PAK1	11	77474094	77474635
PLSCR5-AS1	3	146589602	146590325
AC092957.1	3	147370656	147370656
LINC02010	3	146921795	146927429
RNU6-505P	3	146996713	146996713
RPL21P71	3	147276768	147277252
ZIC4	3	147406543	147406809
AL139421.1	1	93279129	93279129
DR1	1	93345907	93369493
AL137159.1	1	93384998	93384998
FNBP1L	1	93448131	93554661
ZIC4-AS1	3	147386967	147387453
ZIC1	3	147393422	147510293
NPM1P28	3	147591835	147591835
AC092925.1	3	147846657	147846657
RNA5SP53	1	93488452	93488452
AC092958.1	3	147940004	148007127
AC092958.4	3	148079637	148079637
BCAR3	1	93614097	93847150
LINC02032	3	148078159	148089134
AC092958.3	3	148090341	148096921
AC092958.2	3	148093175	148127233
AC025566.1	3	148160911	148226606
HNRNPA1P20	3	148167298	148167298
LINC02045	3	148280098	148280098
LINC02046	3	148280861	148401084
AP003680.1	11	77473371	77477030
AC069410.1	3	148591927	148591927
RPL38P1	3	148696204	148696204
CLNS1A	11	77619695	77637794
AGTR1	3	148697784	148743008
CPB1	3	148791102	148860187
BCAR3-AS1	1	93592199	93605573
MIR760	1	93846832	93846911
AL049796.1	1	93847174	93848939
DNTTIP2	1	93879206	93879918
GCLM	1	93909430	93909456
RNU7-59P	11	77566994	77566994
AQP11	11	77589391	77610356
CHCHD2P5	1	93921667	93921667
MTND4P11	1	93923945	93923945
MTND3P21	1	93924716	93924716
MTCO3P21	1	93925385	93925385
MTATP6P13	1	93926072	93926072
AL117351.2	1	93926188	93926188
MTCO2P21	1	93927569	93927569
MTCO1P21	1	93928302	93928302
AL117351.1	1	93935244	93935244
RSF1	11	77821017	77821017
HMGB1P30	3	148825387	148825387
AC092979.1	3	148960112	148960112
ABCA4	1	94121148	94121148
CPA3	3	148865296	148897203
AC092979.2	3	148922703	148956088
UBQLN4P1	3	148987668	148987668
GYG1	3	148991408	149031775
RSF1-IT2	11	77718411	77718411
FTH1P16	11	77735026	77735026
RSF1-IT1	11	77739568	77739568
AP000580.1	11	77813676	77813676
AAMDC	11	77821109	77918432
AC009951.5	2	144444848	144450450
AC009951.4	2	144496878	144496878
AC093579.1	1	94145111	94145619
ZEB2-AS1	2	144517978	144521477
AP002812.2	11	77872262	77872262
AP002812.3	11	77850604	77851511
AP002812.5	11	77870091	77870091
AP002812.1	11	77869195	77869195
ARHGAP29	1	94154829	94275068
INTS4	11	77994671	77994671
AC009951.2	2	144518447	144518574
AC009951.1	2	144520456	144520555
AC009951.3	2	144521039	144521116
AC009951.6	2	144524651	144524651
LINC01412	2	144523912	144579434
HLTF	3	149086522	149086554
TEX41	2	144667967	145262988
RN7SL440P	1	94150738	94151080
ARHGAP29-AS1	1	94247819	94411036
AP002812.4	11	77915275	77915275
AP003032.2	11	78015715	78016495
KCTD14	11	78023276	78046191
GAPDHP29	1	94302038	94303022
AC097059.1	1	94324569	94324569
AC118469.1	1	94406882	94406882
AC118469.2	1	94418228	94418228
NDUFC2-KCTD14	11	78079844	78079865
ABCD3	1	94418389	94518666
AP003032.1	11	78022933	78023721
THRSP	11	78063861	78068351
NDUFC2	11	78079862	78079862
ALG8	11	78113941	78139653
F3	1	94541759	94541759
AC093117.1	1	94592297	94592297
SLC44A3-AS1	1	94820277	94855426
HLTF-AS1	3	149086332	149102823
MED28P2	3	149099815	149099815
HPS3	3	149129638	149173732
KATNBL1P2	1	94651378	94651378
MIR378G	1	94745900	94745900
SLC44A3	1	94820342	94895246
CP	3	149221827	149221829
AC023128.1	2	144690185	144690185
AC023128.2	2	144705217	144705419
SGCEP1	2	144755998	144755998
LINC01966	2	144882033	144882033
AC096666.1	2	145331847	145331847
RNU6-126P	11	78133522	78133522
KCTD21-AS1	11	78139771	78175323
RPL6P5	2	145337230	145338057
AC092484.1	2	145588024	145588024
AC079163.2	2	145572662	145765726
AC079163.1	2	145603423	145603423
METAP2P1	2	145827830	145827830
AC079248.1	2	145915090	145931146
CNN3	1	94927110	94927223
AC079248.2	2	145874845	145874845
RNU7-2P	2	146145156	146145217
KCTD21	11	78188626	78188626
RPL17P12	2	146194296	146194821
OTX2P2	2	146477427	146478113
PABPC1P2	2	146587506	146589310
AC103881.1	2	146834038	146834038
LINC01911	2	146837749	146878220
AC093001.2	3	149224138	149226334
CPHL1P	3	149241389	149291800
USP35	11	78188812	78215232
